ds_out_bits 1138305121:10750 1138305241:912
ds_in_pkts 1138305361:532 1138305421:17 1138305481:18
ds_out_pkts 1138305361:273 1138305421:18 1138305481:19
ds_in_bits 1138305361:687876 1138305421:5411 1138305481:1507
ds_out_bits 1138305361:20280 1138305421:2258 1138305481:13355
ds_in_pkts 1138305721:6 1138305841:13
ds_out_pkts 1138305721:6 1138305841:17
ds_in_bits 1138305721:674 1138305841:778
ds_out_bits 1138305721:634 1138305841:12807
ds_in_pkts 1138306081:6 1138306021:14 1138306201:32
ds_out_pkts 1138306081:7 1138306021:14 1138306201:30
ds_in_bits 1138306081:674 1138306021:1380 1138306201:5423
ds_out_bits 1138306081:686 1138306021:910 1138306201:14920
ds_in_pkts 1138306321:49 1138306501:212 1138306381:5 1138306441:40
ds_out_pkts 1138306321:51 1138306501:137 1138306381:6 1138306441:32
ds_in_bits 1138306321:4940 1138306501:268595 1138306381:536 1138306441:27953
ds_out_bits 1138306321:7955 1138306501:10270 1138306381:843 1138306441:3678
ds_in_pkts 1138306561:13 1138306801:18 1138306741:6 1138306681:11
ds_out_pkts 1138306561:13 1138306801:18 1138306741:6 1138306681:10
ds_in_bits 1138306561:893 1138306801:6912 1138306741:674 1138306681:774
ds_out_bits 1138306561:12721 1138306801:1079 1138306741:634 1138306681:10664
ds_in_pkts 1138306921:33 1138306981:6 1138307101:23
ds_out_pkts 1138306921:25 1138306981:6 1138307101:23
ds_in_bits 1138306921:21383 1138306981:674 1138307101:1729
ds_out_bits 1138306921:4183 1138306981:634 1138307101:13633
ds_in_pkts 1138307161:27 1138307221:7 1138307401:55 1138307341:13
ds_out_pkts 1138307161:26 1138307221:8 1138307401:53 1138307341:13
ds_in_bits 1138307161:3651 1138307221:734 1138307401:10202 1138307341:893
ds_out_bits 1138307161:4030 1138307221:746 1138307401:12176 1138307341:12721
ds_in_pkts 1138307461:45 1138307701:6
ds_out_pkts 1138307461:47 1138307701:6
ds_in_bits 1138307461:4801 1138307701:686
ds_out_bits 1138307461:31831 1138307701:634
ds_in_pkts 1138307761:6 1138308001:14 1138307881:13
ds_out_pkts 1138307761:6 1138308001:14 1138307881:13
ds_in_bits 1138307761:674 1138308001:979 1138307881:893
ds_out_bits 1138307761:634 1138308001:3080 1138307881:12721
ds_in_pkts 1138308241:18
ds_out_pkts 1138308241:18
ds_in_bits 1138308241:1507
ds_out_bits 1138308241:13303
ds_in_pkts 1138308721:6 1138308661:14
ds_out_pkts 1138308721:6 1138308661:14
ds_in_bits 1138308721:674 1138308661:954
ds_out_bits 1138308721:634 1138308661:12773
ds_in_pkts 1138308961:10
ds_out_pkts 1138308961:10
ds_in_bits 1138308961:836
ds_out_bits 1138308961:912
ds_in_pkts 1138309441:14 1138309261:6 1138309381:13
ds_out_pkts 1138309441:17 1138309261:6 1138309381:14
ds_in_bits 1138309441:1082 1138309261:674 1138309381:938
ds_out_bits 1138309441:5948 1138309261:634 1138309381:12773
ds_in_pkts 1138309561:6 1138309741:6 1138309681:13
ds_out_pkts 1138309561:6 1138309741:6 1138309681:13
ds_in_bits 1138309561:674 1138309741:674 1138309681:893
ds_out_bits 1138309561:634 1138309741:634 1138309681:12721
ds_in_pkts 1138309921:10 1138309861:13 1138310041:6
ds_out_pkts 1138309921:10 1138309861:13 1138310041:7
ds_in_bits 1138309921:836 1138309861:893 1138310041:674
ds_out_bits 1138309921:912 1138309861:12721 1138310041:686
ds_in_pkts 1138310161:13 1138310401:5
ds_out_pkts 1138310161:13 1138310401:5
ds_in_bits 1138310161:893 1138310401:886
ds_out_bits 1138310161:12721 1138310401:345
ds_in_pkts 1138310521:18 1138310581:6 1138310701:13
ds_out_pkts 1138310521:11 1138310581:6 1138310701:13
ds_in_bits 1138310521:20352 1138310581:674 1138310701:893
ds_out_bits 1138310521:1457 1138310581:634 1138310701:12721
ds_in_pkts 1138310821:10
ds_out_pkts 1138310821:10
ds_in_bits 1138310821:836
ds_out_bits 1138310821:912
ds_in_pkts 1138311061:6
ds_out_pkts 1138311061:6
ds_in_bits 1138311061:674
ds_out_bits 1138311061:634
ds_in_pkts 1138311361:11 1138311421:6
ds_out_pkts 1138311361:10 1138311421:7
ds_in_bits 1138311361:774 1138311421:674
ds_out_bits 1138311361:10664 1138311421:686
ds_in_pkts 1138311781:11
ds_out_pkts 1138311781:10
ds_in_bits 1138311781:888
ds_out_bits 1138311781:912
ds_in_pkts 1138312561:6 1138312681:23
ds_out_pkts 1138312561:6 1138312681:23
ds_in_bits 1138312561:674 1138312681:1729
ds_out_bits 1138312561:634 1138312681:13633
ds_in_pkts 1138313641:10
ds_out_pkts 1138313641:10
ds_in_bits 1138313641:836
ds_out_bits 1138313641:912
ds_in_pkts 1138313821:6 1138313941:13
ds_out_pkts 1138313821:6 1138313941:14
ds_in_bits 1138313821:674 1138313941:893
ds_out_bits 1138313821:634 1138313941:12773
ds_in_pkts 1138314121:18 1138314301:6
ds_out_pkts 1138314121:11 1138314301:6
ds_in_bits 1138314121:20352 1138314301:674
ds_out_bits 1138314121:1457 1138314301:634
ds_in_pkts 1138314481:6 1138314421:13 1138314601:13 1138314541:10
ds_out_pkts 1138314481:6 1138314421:13 1138314601:13 1138314541:10
ds_in_bits 1138314481:674 1138314421:893 1138314601:893 1138314541:836
ds_out_bits 1138314481:634 1138314421:12721 1138314601:12721 1138314541:912
ds_in_pkts 1138314661:6 1138314781:13
ds_out_pkts 1138314661:6 1138314781:13
ds_in_bits 1138314661:674 1138314781:893
ds_out_bits 1138314661:634 1138314781:12721
ds_in_pkts 1138315021:6 1138315141:13
ds_out_pkts 1138315021:6 1138315141:14
ds_in_bits 1138315021:674 1138315141:893
ds_out_bits 1138315021:634 1138315141:12773
ds_in_pkts 1138315501:10
ds_out_pkts 1138315501:10
ds_in_bits 1138315501:836
ds_out_bits 1138315501:912
ds_in_pkts 1138315801:6
ds_out_pkts 1138315801:6
ds_in_bits 1138315801:674
ds_out_bits 1138315801:634
ds_in_pkts 1138315921:13 1138316041:6
ds_out_pkts 1138315921:13 1138316041:6
ds_in_bits 1138315921:893 1138316041:674
ds_out_bits 1138315921:12721 1138316041:634
ds_in_pkts 1138316281:6 1138316401:23
ds_out_pkts 1138316281:6 1138316401:23
ds_in_bits 1138316281:674 1138316401:1729
ds_out_bits 1138316281:634 1138316401:13633
ds_in_pkts 1138316521:6 1138316701:6 1138316641:13
ds_out_pkts 1138316521:6 1138316701:6 1138316641:13
ds_in_bits 1138316521:674 1138316701:674 1138316641:893
ds_out_bits 1138316521:634 1138316701:634 1138316641:12721
ds_in_pkts 1138316821:13
ds_out_pkts 1138316821:13
ds_in_bits 1138316821:893
ds_out_bits 1138316821:12721
ds_in_pkts 1138317061:6 1138317181:13
ds_out_pkts 1138317061:6 1138317181:13
ds_in_bits 1138317061:674 1138317181:893
ds_out_bits 1138317061:634 1138317181:12721
ds_in_pkts 1138317361:10 1138317601:13 1138317481:6
ds_out_pkts 1138317361:10 1138317601:13 1138317481:6
ds_in_bits 1138317361:836 1138317601:893 1138317481:674
ds_out_bits 1138317361:912 1138317601:12721 1138317481:634
ds_in_pkts 1138317841:6 1138317781:18
ds_out_pkts 1138317841:5 1138317781:11
ds_in_bits 1138317841:674 1138317781:20352
ds_out_bits 1138317841:582 1138317781:1457
ds_in_pkts 1138317961:13
ds_out_pkts 1138317961:13
ds_in_bits 1138317961:893
ds_out_bits 1138317961:12721
ds_in_pkts 1138318321:13 1138318501:22 1138318261:10 1138318441:13
ds_out_pkts 1138318321:14 1138318501:13 1138318261:10 1138318441:13
ds_in_bits 1138318321:1400 1138318501:27920 1138318261:836 1138318441:893
ds_out_bits 1138318321:1380 1138318501:762 1138318261:912 1138318441:12721
ds_in_pkts 1138318561:6 1138318681:13
ds_out_pkts 1138318561:6 1138318681:13
ds_in_bits 1138318561:674 1138318681:893
ds_out_bits 1138318561:634 1138318681:12721
ds_in_pkts 1138318921:6 1138319041:13
ds_out_pkts 1138318921:6 1138319041:13
ds_in_bits 1138318921:674 1138319041:893
ds_out_bits 1138318921:634 1138319041:12721
ds_in_pkts 1138319281:6 1138319221:10 1138319401:13
ds_out_pkts 1138319281:6 1138319221:10 1138319401:13
ds_in_bits 1138319281:674 1138319221:836 1138319401:893
ds_out_bits 1138319281:634 1138319221:912 1138319401:12721
ds_in_pkts 1138319521:6 1138319641:13
ds_out_pkts 1138319521:6 1138319641:13
ds_in_bits 1138319521:674 1138319641:893
ds_out_bits 1138319521:634 1138319641:12721
ds_in_pkts 1138319881:6 1138320001:12
ds_out_pkts 1138319881:6 1138320001:13
ds_in_bits 1138319881:674 1138320001:841
ds_out_bits 1138319881:634 1138320001:12721
ds_in_pkts 1138320121:10 1138320241:6
ds_out_pkts 1138320121:10 1138320241:7
ds_in_bits 1138320121:836 1138320241:674
ds_out_bits 1138320121:912 1138320241:686
ds_in_pkts 1138320361:13 1138320541:6
ds_out_pkts 1138320361:13 1138320541:6
ds_in_bits 1138320361:893 1138320541:674
ds_out_bits 1138320361:12721 1138320541:634
ds_in_pkts 1138320661:13 1138320901:6
ds_out_pkts 1138320661:13 1138320901:6
ds_in_bits 1138320661:893 1138320901:674
ds_out_bits 1138320661:12721 1138320901:634
ds_in_pkts 1138321081:10 1138321021:13
ds_out_pkts 1138321081:10 1138321021:13
ds_in_bits 1138321081:836 1138321021:893
ds_out_bits 1138321081:912 1138321021:12721
ds_in_pkts 1138321381:24 1138321501:13
ds_out_pkts 1138321381:18 1138321501:13
ds_in_bits 1138321381:21026 1138321501:893
ds_out_bits 1138321381:2143 1138321501:12721
ds_in_pkts 1138322041:6 1138321981:10
ds_out_pkts 1138322041:6 1138321981:10
ds_in_bits 1138322041:674 1138321981:836
ds_out_bits 1138322041:634 1138321981:912
ds_in_pkts 1138322161:13
ds_out_pkts 1138322161:13
ds_in_bits 1138322161:893
ds_out_bits 1138322161:12721
ds_in_pkts 1138322581:6 1138322701:13
ds_out_pkts 1138322581:6 1138322701:13
ds_in_bits 1138322581:674 1138322701:893
ds_out_bits 1138322581:634 1138322701:12721
ds_in_pkts 1138322941:17
ds_out_pkts 1138322941:17
ds_in_bits 1138322941:1928
ds_out_bits 1138322941:1598
ds_in_pkts 1138323301:6
ds_out_pkts 1138323301:6
ds_in_bits 1138323301:674
ds_out_bits 1138323301:634
ds_in_pkts 1138323601:11 1138323421:13
ds_out_pkts 1138323601:12 1138323421:13
ds_in_bits 1138323601:774 1138323421:893
ds_out_bits 1138323601:12216 1138323421:12721
ds_in_pkts 1138323841:10 1138323661:6
ds_out_pkts 1138323841:10 1138323661:6
ds_in_bits 1138323841:836 1138323661:674
ds_out_bits 1138323841:912 1138323661:634
ds_in_pkts 1138323961:22 1138324141:294 1138324081:30
ds_out_pkts 1138323961:13 1138324141:232 1138324081:25
ds_in_bits 1138323961:24563 1138324141:286917 1138324081:23401
ds_out_bits 1138323961:1459 1138324141:32153 1138324081:13903
ds_in_pkts 1138324441:53 1138324381:13
ds_out_pkts 1138324441:49 1138324381:13
ds_in_bits 1138324441:44261 1138324381:893
ds_out_bits 1138324441:6106 1138324381:12721
ds_in_pkts 1138324561:33 1138324741:71 1138324621:204 1138324801:172 1138324681:106
ds_out_pkts 1138324561:33 1138324741:61 1138324621:144 1138324801:121 1138324681:80
ds_in_bits 1138324561:21993 1138324741:55740 1138324621:238395 1138324801:190614 1138324681:91112
ds_out_bits 1138324561:16557 1138324741:11982 1138324621:20862 1138324801:18745 1138324681:17488
ds_in_pkts 1138325101:193 1138324921:86 1138324861:34 1138325041:66 1138324981:42
ds_out_pkts 1138325101:119 1138324921:64 1138324861:24 1138325041:52 1138324981:29
ds_in_bits 1138325101:236020 1138324921:78227 1138324861:33092 1138325041:54304 1138324981:39570
ds_out_bits 1138325101:24076 1138324921:10262 1138324861:4494 1138325041:7746 1138324981:3847
ds_in_pkts 1138325161:83 1138325401:6
ds_out_pkts 1138325161:71 1138325401:6
ds_in_bits 1138325161:109852 1138325401:674
ds_out_bits 1138325161:5127 1138325401:634
ds_in_pkts 1138325521:148 1138325701:149 1138325641:116
ds_out_pkts 1138325521:90 1138325701:96 1138325641:75
ds_in_bits 1138325521:187301 1138325701:192628 1138325641:150411
ds_out_bits 1138325521:20063 1138325701:8305 1138325641:6873
ds_in_pkts 1138325881:5 1138325821:53 1138325941:6
ds_out_pkts 1138325881:6 1138325821:56 1138325941:6
ds_in_bits 1138325881:988 1138325821:21488 1138325941:674
ds_out_bits 1138325881:783 1138325821:9183 1138325941:634
ds_in_pkts 1138326181:10
ds_out_pkts 1138326181:12
ds_in_bits 1138326181:2832
ds_out_bits 1138326181:1726
ds_in_pkts 1138326481:6 1138326601:13
ds_out_pkts 1138326481:6 1138326601:13
ds_in_bits 1138326481:674 1138326601:893
ds_out_bits 1138326481:634 1138326601:12721
ds_in_pkts 1138326901:24 1138326661:10 1138326781:6
ds_out_pkts 1138326901:24 1138326661:10 1138326781:7
ds_in_bits 1138326901:1667 1138326661:836 1138326781:674
ds_out_bits 1138326901:23437 1138326661:912 1138326781:694
ds_in_pkts 1138327141:6
ds_out_pkts 1138327141:6
ds_in_bits 1138327141:686
ds_out_bits 1138327141:634
ds_in_pkts 1138327261:6 1138327381:13
ds_out_pkts 1138327261:6 1138327381:13
ds_in_bits 1138327261:674 1138327381:893
ds_out_bits 1138327261:634 1138327381:12721
ds_in_pkts 1138327561:10
ds_out_pkts 1138327561:10
ds_in_bits 1138327561:836
ds_out_bits 1138327561:912
ds_in_pkts 1138327921:13 1138327981:6
ds_out_pkts 1138327921:13 1138327981:6
ds_in_bits 1138327921:893 1138327981:686
ds_out_bits 1138327921:12721 1138327981:634
ds_in_pkts 1138328281:6 1138328401:13
ds_out_pkts 1138328281:6 1138328401:13
ds_in_bits 1138328281:674 1138328401:893
ds_out_bits 1138328281:634 1138328401:12721
ds_in_pkts 1138328521:10 1138328581:17 1138328641:6
ds_out_pkts 1138328521:10 1138328581:12 1138328641:6
ds_in_bits 1138328521:836 1138328581:20300 1138328641:674
ds_out_bits 1138328521:912 1138328581:1509 1138328641:634
ds_in_pkts 1138328761:13
ds_out_pkts 1138328761:13
ds_in_bits 1138328761:893
ds_out_bits 1138328761:12721
ds_in_pkts 1138329421:10
ds_out_pkts 1138329421:10
ds_in_bits 1138329421:836
ds_out_bits 1138329421:912
ds_in_pkts 1138329781:6 1138329901:13
ds_out_pkts 1138329781:6 1138329901:13
ds_in_bits 1138329781:674 1138329901:893
ds_out_bits 1138329781:634 1138329901:12721
ds_in_pkts 1138330381:10
ds_out_pkts 1138330381:10
ds_in_bits 1138330381:836
ds_out_bits 1138330381:912
ds_in_pkts 1138331161:19 1138331281:10
ds_out_pkts 1138331161:24 1138331281:18
ds_in_bits 1138331161:1567 1138331281:708
ds_out_bits 1138331161:13615 1138331281:1276
ds_in_pkts 1138331641:12 1138331701:12
ds_out_pkts 1138331641:13 1138331701:12
ds_in_bits 1138331641:841 1138331701:1360
ds_out_bits 1138331641:12721 1138331701:1268
ds_in_pkts 1138331881:6 1138331821:13
ds_out_pkts 1138331881:6 1138331821:13
ds_in_bits 1138331881:674 1138331821:893
ds_out_bits 1138331881:634 1138331821:12721
ds_in_pkts 1138332241:34
ds_out_pkts 1138332241:29
ds_in_bits 1138332241:23310
ds_out_bits 1138332241:3107
ds_in_pkts 1138332361:13
ds_out_pkts 1138332361:13
ds_in_bits 1138332361:893
ds_out_bits 1138332361:12721
ds_in_pkts 1138333021:6 1138333141:24
ds_out_pkts 1138333021:6 1138333141:25
ds_in_bits 1138333021:674 1138333141:1781
ds_out_bits 1138333021:634 1138333141:13745
ds_in_pkts 1138333441:6 1138333381:13 1138333501:6
ds_out_pkts 1138333441:6 1138333381:13 1138333501:6
ds_in_bits 1138333441:686 1138333381:893 1138333501:674
ds_out_bits 1138333441:634 1138333381:12721 1138333501:634
ds_in_pkts 1138333621:13 1138333741:6
ds_out_pkts 1138333621:13 1138333741:6
ds_in_bits 1138333621:893 1138333741:674
ds_out_bits 1138333621:12721 1138333741:634
ds_in_pkts 1138333921:6 1138334041:13
ds_out_pkts 1138333921:6 1138334041:13
ds_in_bits 1138333921:674 1138334041:893
ds_out_bits 1138333921:634 1138334041:12721
ds_in_pkts 1138334281:6 1138334401:13
ds_out_pkts 1138334281:6 1138334401:13
ds_in_bits 1138334281:674 1138334401:893
ds_out_bits 1138334281:634 1138334401:12721
ds_in_pkts 1138334881:6 1138334821:13 1138335001:10
ds_out_pkts 1138334881:6 1138334821:13 1138335001:10
ds_in_bits 1138334881:686 1138334821:893 1138335001:836
ds_out_bits 1138334881:634 1138334821:12721 1138335001:912
ds_in_pkts 1138335061:6 1138335181:13
ds_out_pkts 1138335061:6 1138335181:13
ds_in_bits 1138335061:674 1138335181:893
ds_out_bits 1138335061:634 1138335181:12721
ds_in_pkts 1138335361:6 1138335541:6 1138335481:13
ds_out_pkts 1138335361:6 1138335541:6 1138335481:13
ds_in_bits 1138335361:674 1138335541:674 1138335481:893
ds_out_bits 1138335361:634 1138335541:634 1138335481:12721
ds_in_pkts 1138335841:18 1138335661:13 1138335901:13
ds_out_pkts 1138335841:11 1138335661:13 1138335901:13
ds_in_bits 1138335841:20352 1138335661:893 1138335901:893
ds_out_bits 1138335841:1457 1138335661:12721 1138335901:12721
ds_in_pkts 1138335961:16 1138336141:6
ds_out_pkts 1138335961:16 1138336141:6
ds_in_bits 1138335961:1522 1138336141:674
ds_out_bits 1138335961:1546 1138336141:634
ds_in_pkts 1138336441:6 1138336261:13
ds_out_pkts 1138336441:7 1138336261:13
ds_in_bits 1138336441:674 1138336261:893
ds_out_bits 1138336441:686 1138336261:12721
ds_in_pkts 1138336561:26 1138336741:6
ds_out_pkts 1138336561:26 1138336741:6
ds_in_bits 1138336561:1820 1138336741:674
ds_out_bits 1138336561:14219 1138336741:634
ds_in_pkts 1138336861:23 1138337101:6
ds_out_pkts 1138336861:23 1138337101:6
ds_in_bits 1138336861:1729 1138337101:674
ds_out_bits 1138336861:13633 1138337101:634
ds_in_pkts 1138337281:21 1138337401:15 1138337221:21 1138337341:42
ds_out_pkts 1138337281:21 1138337401:16 1138337221:20 1138337341:42
ds_in_bits 1138337281:840 1138337401:1047 1138337221:4581 1138337341:1680
ds_out_bits 1138337281:1260 1138337401:2520 1138337221:13378 1138337341:2520
ds_in_pkts 1138337701:242 1138337461:16 1138337581:27
ds_out_pkts 1138337701:144 1138337461:16 1138337581:29
ds_in_bits 1138337701:332298 1138337461:1577 1138337581:1896
ds_out_bits 1138337701:13017 1138337461:1809 1138337581:14800
ds_in_pkts 1138337761:6 1138337821:10 1138337881:13
ds_out_pkts 1138337761:6 1138337821:10 1138337881:13
ds_in_bits 1138337761:674 1138337821:836 1138337881:893
ds_out_bits 1138337761:634 1138337821:912 1138337881:12721
ds_in_pkts 1138338121:21 1138338241:14
ds_out_pkts 1138338121:21 1138338241:14
ds_in_bits 1138338121:1808 1138338241:953
ds_out_bits 1138338121:3763 1138338241:12781
ds_in_pkts 1138338601:6
ds_out_pkts 1138338601:6
ds_in_bits 1138338601:674
ds_out_bits 1138338601:634
ds_in_pkts 1138338721:23
ds_out_pkts 1138338721:23
ds_in_bits 1138338721:1729
ds_out_bits 1138338721:13633
ds_in_pkts 1138339321:12 1138339381:13 1138339441:18
ds_out_pkts 1138339321:14 1138339381:13 1138339441:11
ds_in_bits 1138339321:875 1138339381:893 1138339441:20352
ds_out_bits 1138339321:2788 1138339381:12721 1138339441:1457
ds_in_pkts 1138339681:10
ds_out_pkts 1138339681:10
ds_in_bits 1138339681:836
ds_out_bits 1138339681:912
ds_in_pkts 1138339921:13 1138339981:6 1138340101:8
ds_out_pkts 1138339921:13 1138339981:6 1138340101:7
ds_in_bits 1138339921:893 1138339981:686 1138340101:630
ds_out_bits 1138339921:12721 1138339981:634 1138340101:4716
ds_in_pkts 1138340341:6
ds_out_pkts 1138340341:6
ds_in_bits 1138340341:686
ds_out_bits 1138340341:634
ds_in_pkts 1138340521:6 1138340581:10 1138340701:13
ds_out_pkts 1138340521:6 1138340581:10 1138340701:13
ds_in_bits 1138340521:674 1138340581:836 1138340701:893
ds_out_bits 1138340521:634 1138340581:912 1138340701:12721
ds_in_pkts 1138340881:6 1138340821:4
ds_out_pkts 1138340881:6 1138340821:5
ds_in_bits 1138340881:674 1138340821:192
ds_out_bits 1138340881:634 1138340821:3164
ds_in_pkts 1138341301:13
ds_out_pkts 1138341301:13
ds_in_bits 1138341301:893
ds_out_bits 1138341301:12721
ds_in_pkts 1138341541:8058
ds_out_pkts 1138341541:8117
ds_in_bits 1138341541:1393778
ds_out_bits 1138341541:1395640
ds_in_pkts 1138342081:3 1138342201:63
ds_out_pkts 1138342081:5 1138342201:57
ds_in_bits 1138342081:873 1138342201:58014
ds_out_bits 1138342081:752 1138342201:9136
ds_in_pkts 1138342321:12 1138342501:102 1138342261:26 1138342441:28
ds_out_pkts 1138342321:10 1138342501:98 1138342261:25 1138342441:22
ds_in_bits 1138342321:12038 1138342501:93648 1138342261:23446 1138342441:19935
ds_out_bits 1138342321:1700 1138342501:21003 1138342261:2806 1138342441:2353
ds_in_pkts 1138342561:18 1138342621:715 1138342741:45 1138342681:32
ds_out_pkts 1138342561:10 1138342621:409 1138342741:35 1138342681:25
ds_in_bits 1138342561:19537 1138342621:818365 1138342741:40719 1138342681:21660
ds_out_bits 1138342561:1058 1138342621:77620 1138342741:4115 1138342681:9389
ds_in_pkts 1138342921:28 1138343041:18
ds_out_pkts 1138342921:25 1138343041:11
ds_in_bits 1138342921:3703 1138343041:20352
ds_out_bits 1138342921:4010 1138343041:1457
ds_in_pkts 1138343161:22 1138343401:10 1138343221:22 1138343341:25
ds_out_pkts 1138343161:22 1138343401:10 1138343221:23 1138343341:26
ds_in_bits 1138343161:3407 1138343401:836 1138343221:3279 1138343341:3579
ds_out_bits 1138343161:3042 1138343401:912 1138343221:3094 1138343341:3534
ds_in_pkts 1138343641:8 1138343701:27
ds_out_pkts 1138343641:9 1138343701:25
ds_in_bits 1138343641:6658 1138343701:3683
ds_out_bits 1138343641:866 1138343701:3482
ds_in_pkts 1138343761:2851 1138343941:76 1138343821:69 1138343881:45
ds_out_pkts 1138343761:2763 1138343941:70 1138343821:63 1138343881:41
ds_in_bits 1138343761:4134695 1138343941:54966 1138343821:57963 1138343881:31710
ds_out_bits 1138343761:178367 1138343941:9721 1138343821:9454 1138343881:5324
ds_in_pkts 1138344301:10
ds_out_pkts 1138344301:10
ds_in_bits 1138344301:836
ds_out_bits 1138344301:912
ds_in_pkts 1138344601:117 1138344481:69 1138344421:96 1138344541:93
ds_out_pkts 1138344601:101 1138344481:64 1138344421:82 1138344541:84
ds_in_bits 1138344601:97066 1138344481:54501 1138344421:81259 1138344541:69839
ds_out_bits 1138344601:13404 1138344481:8940 1138344421:10951 1138344541:11481
ds_in_pkts 1138344841:9 1138344661:32 1138344781:91
ds_out_pkts 1138344841:7 1138344661:30 1138344781:82
ds_in_bits 1138344841:8700 1138344661:24265 1138344781:67864
ds_out_bits 1138344841:893 1138344661:4236 1138344781:11603
ds_in_pkts 1138344961:105 1138345081:10
ds_out_pkts 1138344961:105 1138345081:9
ds_in_bits 1138344961:78918 1138345081:9043
ds_out_bits 1138344961:15336 1138345081:919
ds_in_pkts 1138345561:24
ds_out_pkts 1138345561:17
ds_in_bits 1138345561:28837
ds_out_bits 1138345561:968
ds_in_pkts 1138346161:10
ds_out_pkts 1138346161:10
ds_in_bits 1138346161:836
ds_out_bits 1138346161:912
ds_in_pkts 1138346701:18
ds_out_pkts 1138346701:11
ds_in_bits 1138346701:20352
ds_out_bits 1138346701:1457
ds_in_pkts 1138347121:2003
ds_out_pkts 1138347121:1947
ds_in_bits 1138347121:278367
ds_out_bits 1138347121:151466
ds_in_pkts 1138347901:60
ds_out_pkts 1138347901:55
ds_in_bits 1138347901:46849
ds_out_bits 1138347901:6701
ds_in_pkts 1138348381:6 1138348501:13
ds_out_pkts 1138348381:6 1138348501:13
ds_in_bits 1138348381:674 1138348501:893
ds_out_bits 1138348381:634 1138348501:12721
ds_in_pkts 1138351501:20
ds_out_pkts 1138351501:20
ds_in_bits 1138351501:9825
ds_out_bits 1138351501:3015
ds_in_pkts 1138351681:91 1138351801:58 1138351621:18 1138351741:19
ds_out_pkts 1138351681:84 1138351801:56 1138351621:18 1138351741:15
ds_in_bits 1138351681:56025 1138351801:32370 1138351621:9531 1138351741:16898
ds_out_bits 1138351681:24321 1138351801:11368 1138351621:6521 1138351741:1742
ds_in_pkts 1138351921:11 1138351861:12
ds_out_pkts 1138351921:12 1138351861:12
ds_in_bits 1138351921:3610 1138351861:4567
ds_out_bits 1138351921:1769 1138351861:1780
ds_in_pkts 1138352281:348
ds_out_pkts 1138352281:487
ds_in_bits 1138352281:22359
ds_out_bits 1138352281:680246
ds_in_pkts 1138352761:24
ds_out_pkts 1138352761:15
ds_in_bits 1138352761:29075
ds_out_bits 1138352761:864
ds_in_pkts 1138353481:21 1138353421:9
ds_out_pkts 1138353481:21 1138353421:10
ds_in_bits 1138353481:10295 1138353421:8461
ds_out_bits 1138353481:4669 1138353421:1060
ds_in_pkts 1138353841:1
ds_out_pkts 1138353841:2
ds_in_bits 1138353841:60
ds_out_bits 1138353841:106
ds_in_pkts 1138354081:88 1138354021:138 1138354141:6
ds_out_pkts 1138354081:59 1138354021:79 1138354141:6
ds_in_bits 1138354081:100673 1138354021:197226 1138354141:2924
ds_out_bits 1138354081:5333 1138354021:4415 1138354141:959
ds_in_pkts 1138354441:64
ds_out_pkts 1138354441:48
ds_in_bits 1138354441:64544
ds_out_bits 1138354441:5724
ds_in_pkts 1138355341:115
ds_out_pkts 1138355341:152
ds_in_bits 1138355341:16764
ds_out_bits 1138355341:11984
ds_in_pkts 1138355641:6 1138355461:484
ds_out_pkts 1138355641:6 1138355461:246
ds_in_bits 1138355641:674 1138355461:711330
ds_out_bits 1138355641:634 1138355461:12866
ds_in_pkts 1138355761:13
ds_out_pkts 1138355761:14
ds_in_bits 1138355761:893
ds_out_bits 1138355761:12773
ds_in_pkts 1138356121:5 1138356061:83 1138356181:560
ds_out_pkts 1138356121:5 1138356061:65 1138356181:332
ds_in_bits 1138356121:462 1138356061:70961 1138356181:792062
ds_out_bits 1138356121:622 1138356061:6903 1138356181:21476
ds_in_pkts 1138356481:18
ds_out_pkts 1138356481:19
ds_in_bits 1138356481:1187
ds_out_bits 1138356481:10631
ds_in_pkts 1138357801:63
ds_out_pkts 1138357801:40
ds_in_bits 1138357801:79806
ds_out_bits 1138357801:2645
ds_in_pkts 1138357861:29
ds_out_pkts 1138357861:18
ds_in_bits 1138357861:36020
ds_out_bits 1138357861:1252
ds_in_pkts 1138360441:42 1138360501:31
ds_out_pkts 1138360441:35 1138360501:23
ds_in_bits 1138360441:35448 1138360501:32121
ds_out_bits 1138360441:3783 1138360501:2149
ds_in_pkts 1138360861:23
ds_out_pkts 1138360861:15
ds_in_bits 1138360861:29394
ds_out_bits 1138360861:864
ds_in_pkts 1138362541:1
ds_out_pkts 1138362541:1
ds_in_bits 1138362541:52
ds_out_bits 1138362541:52
ds_in_pkts 1138362841:14
ds_out_pkts 1138362841:16
ds_in_bits 1138362841:6898
ds_out_bits 1138362841:1428
ds_in_pkts 1138362961:199
ds_out_pkts 1138362961:230
ds_in_bits 1138362961:12053
ds_out_bits 1138362961:23137
ds_in_pkts 1138363681:1
ds_out_pkts 1138363681:2
ds_in_bits 1138363681:44
ds_out_bits 1138363681:106
ds_in_pkts 1138363921:130 1138363861:64
ds_out_pkts 1138363921:96 1138363861:57
ds_in_bits 1138363921:157581 1138363861:58925
ds_out_bits 1138363921:8683 1138363861:5594
ds_in_pkts 1138364281:1
ds_out_pkts 1138364281:1
ds_in_bits 1138364281:40
